,Total_name,Motif,Strandness,relative_fold,relative_fold_median,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
146,LEU3,LEU3,Both,1.008152407503195,0.9904092064397796,0.07904083922656033,0.9370001396517841,1.0,619,35131,No
163,ASG1,ASG1,Both,1.008136839979034,1.050876947531018,0.6246014757792973,0.5322326508560911,0.9599779101330721,807,34943,No
145,HAP3,HAP3,Both,1.0078603903762964,1.0460915104328625,0.690599061190656,0.48981753761533664,0.9632532177853443,803,34947,No
29,YOX1,YOX1,Both,1.007818962792809,0.9959080955110035,0.011069170095453903,0.9911682604340336,1.0,11202,24548,No
62,RIM101,RIM101,Both,1.0078104176149945,0.8882049956762175,-0.6998917548429227,0.4839949069592878,0.9679898139185756,397,35353,No
207,HMRA2_f,HMRA2,Forward,1.0077528031554681,1.0255677798588594,0.7445280542271034,0.4565570754509989,0.9762020376915904,7389,28361,No
450,MOT2_r,MOT2,Reverse,1.0075790172538164,1.0198956597517392,0.608658915443004,0.5427505445562046,0.9612569885513503,1539,34211,No
333,BAS1_f,BAS1,Forward,1.0075124822215145,1.0247434799932156,0.4604569089415652,0.6451882946087074,1.0,1574,34176,No
148,MBP1,MBP1,Both,1.0073985897801616,1.0376736097248085,1.0598279847996028,0.28922286293117994,0.934412326393043,5098,30652,No
24,USV1,USV1,Both,1.0072975832426119,0.9574098247085556,-1.543516315335009,0.12270555199997711,1.0,9691,26059,No
120,SMP1,SMP1,Both,1.0072719353074036,1.014138741888884,0.9159021516892671,0.35971821815712324,0.9484946738851501,9891,25859,No
494,THI2_r,THI2,Reverse,1.0072343630867115,1.0308704717547297,0.14764261031981246,0.8826248254178068,1.0,285,35465,No
275,GCR2_f,GCR2,Forward,1.0071328249733014,0.9551812245015406,-0.5967955661126356,0.5506438785850415,0.9693970078083964,2585,33165,No
178,PHO2,PHO2,Both,1.007030216070172,1.0011986752861735,-0.3031003637949835,0.7618133769165437,1.0,10882,24868,No
373,OAF1_f,OAF1,Forward,1.0069262653954667,1.0221915573247868,0.09051509120271198,0.9278779021336883,1.0,2690,33060,No
396,EDS1_r,EDS1,Reverse,1.0068422645995327,1.0049007668666607,0.19903689603286395,0.8422338830936003,1.0,2862,32888,No
493,SWI6_r,SWI6,Reverse,1.0064426611914008,1.004938565001035,0.8246438082408838,0.40957384225952254,0.9556722986055527,5341,30409,No
327,SPT15_f,SPT15,Forward,1.0064296464780886,1.0218890219481926,0.9150469909656943,0.3601669615557467,0.9412363261990181,2659,33091,No
410,RSF2_r,RSF2,Reverse,1.0063451350785282,1.0144334029026678,0.009597797423296469,0.992342183188517,1.0,4864,30886,No
502,CUP9_r,CUP9,Reverse,1.0063260513067047,1.103372729998114,1.4462623703116053,0.1481036258912001,0.9465753480872354,465,35285,No
347,PHD1_f,PHD1,Forward,1.0062295293287555,1.0165550143964097,0.8479892735912756,0.39644394445300424,0.9553649153211742,7138,28612,No
585,YPR013C_r,YPR013C,Reverse,1.0059501811291007,1.0499153664995358,0.5206405005848869,0.6026172301419702,0.9815482862146219,1376,34374,No
176,NHP6B,NHP6B,Both,1.0059457485670273,1.0189771323813157,0.7482858758335569,0.45428774203830724,0.9784659059286618,6115,29635,No
83,IME1,IME1,Both,1.005902307772612,0.9880285824964198,-0.0446202997631804,0.9644099619020932,1.0,311,35439,No
418,YER184C_r,YER184C,Reverse,1.0056129905928237,0.9933926597586783,-0.25377666303480506,0.7996681035509671,1.0,14866,20884,No
276,GTS1_f,GTS1,Forward,1.00556842244598,1.0477306294346538,1.4445666003063453,0.148579659975692,0.9294131921883713,2630,33120,No
50,MATA2,MATA2,Both,1.0055486716282132,1.0117486935588909,0.8891097271789595,0.37394411171325614,0.9396544345615154,24919,10831,No
73,ARG81,ARG81,Both,1.0054965548153194,0.9875132070503294,-0.09836468391875709,0.9216427167971383,1.0,15141,20609,No
203,GIS1_f,GIS1,Forward,1.0054161151401502,0.9616604892304509,-0.933164888147757,0.3507348404734282,0.9460187440292467,2571,33179,No
335,CIN5_f,CIN5,Forward,1.0052189002255536,0.9817615112841389,0.12108478765220762,0.9036238782100152,1.0,3507,32243,No
511,RAP1_r,RAP1,Reverse,1.0051972383721757,0.9656407899105808,-0.5574992570536667,0.5771863665464707,0.9752459296819678,2036,33714,No
252,HAP4_f,HAP4,Forward,1.0049576684947195,1.02299525115477,0.18207199956313833,0.8555262225386463,1.0,1070,34680,No
340,HAP1_f,HAP1,Forward,1.0049399558260033,0.9796133123810637,-0.10766976982967863,0.9142576502559503,1.0,2184,33566,No
232,DAL82_f,DAL82,Forward,1.0048306444170654,0.9424632551431875,-0.6526700377529998,0.5139690226327037,0.95637273831655,446,35304,No
61,NDD1,NDD1,Both,1.0045072601061322,1.0008295828727793,-0.940788457466792,0.34681327714081134,0.9574000326704087,1692,34058,No
278,HAP2_f,HAP2,Forward,1.004370231094128,0.9942546023031282,0.5264950270398356,0.5985443063250355,0.9830839444668181,3198,32552,No
144,HAP1,HAP1,Both,1.0040970837104688,0.9980336401019005,0.10196678172292696,0.9187830419622887,1.0,3286,32464,No
79,GCR2,GCR2,Both,1.0040230655906606,0.979828490630213,-0.23537374220414886,0.8139186643222591,1.0,6566,29184,No
20,STP3,STP3,Both,1.0039866411282103,1.0253540099723102,-0.0719741930445001,0.9426224455404821,1.0,4180,31570,No
216,STP3_f,STP3,Forward,1.0039322560350765,1.0302906009585395,-0.052617245510713215,0.9580368760738285,1.0,2807,32943,No
112,INO2,INO2,Both,1.00384941500127,1.0112729301570218,0.7669096880749784,0.4431352131256927,0.9758932783442221,4134,31616,No
471,GCR2_r,GCR2,Reverse,1.003690813019985,1.0090655768877286,0.24911968027508746,0.8032682066054897,1.0,4280,31470,No
280,IXR1_f,IXR1,Forward,1.0036242870178569,1.413438371222031,0.8021448513882956,0.42246917300531783,0.9741642106946152,22,35728,No
1,CAT8,CAT8,Both,1.0034437411922748,0.998792039899759,-0.0677008603766294,0.9460237644032001,1.0,7033,28717,No
374,PHO2_f,PHO2,Forward,1.003421335233075,1.00100309689816,-0.20610134482743378,0.8367117483033045,1.0,8549,27201,No
356,RDS2_f,RDS2,Forward,1.0034193738829575,0.9909394559767803,0.0639866043920674,0.9489808930957848,1.0,16186,19564,No
370,NDT80_f,NDT80,Forward,1.0033799265107741,0.9440765342053108,-0.5331210967879761,0.5939497560859828,0.9865606118038358,551,35199,No
448,HAP4_r,HAP4,Reverse,1.0033482168561019,1.037811634921547,0.24582649630589676,0.8058165452299426,1.0,3404,32346,No
311,MGA1_f,MGA1,Forward,1.0032725152908004,1.0084343275411454,-0.0424970759909117,0.9661024426676053,1.0,9482,26268,No
185,STP2,STP2,Both,1.0032236777510815,0.9660174711316125,-0.5728708613516454,0.5667321352827395,0.9715408033418391,1932,33818,No
400,GSM1_r,GSM1,Reverse,1.003217082849709,0.9923233643128058,0.319854925396696,0.7490783085121993,1.0,18808,16942,No
430,FKH1_r,FKH1,Reverse,1.003192876374696,1.0148038171040186,0.032903324728133586,0.9737516814832747,1.0,5011,30739,No
318,YAP3_f,YAP3,Forward,1.0031696763970328,1.004767269980174,-0.6192893926815191,0.5357257310369146,0.9603863714930054,13140,22610,No
342,LEU3_f,LEU3,Forward,1.003110197855761,0.9716554966731653,-0.14560406214306187,0.8842339610380552,1.0,487,35263,No
287,RGT1_f,RGT1,Forward,1.0031058278690006,1.0658000051245162,0.22677678069934395,0.8205973196664647,1.0,98,35652,No
219,TOS8_f,TOS8,Forward,1.0031029895942813,1.0089884611384146,1.4513205411451,0.14669062405892988,0.9478471093038546,11225,24525,No
141,ERT1,ERT1,Both,1.0030693780119238,0.9906817212707966,0.0030437066113899406,0.9975714772368588,1.0,10954,24796,No
262,STB5_f,STB5,Forward,1.0028433951526965,1.0125692288756765,-0.3728226094851424,0.7092804741787516,1.0,2272,33478,No
543,PHD1_r,PHD1,Reverse,1.0028242934286857,0.9983078737855214,0.17710545231524769,0.8594255592998046,1.0,8240,27510,No
359,ASG1_f,ASG1,Forward,1.0028184276883527,1.0208659573581669,0.3752877145223939,0.7074465019788867,1.0,496,35254,No
2,CST6,CST6,Both,1.0025684240349058,0.9897500318634384,-0.31055825928306385,0.756136463326122,1.0,21688,14062,No
225,YOX1_f,YOX1,Forward,1.0025340945411145,0.9870789326048007,-0.6890363914497754,0.4908003668201426,0.9587728096021391,8163,27587,No
119,RAP1,RAP1,Both,1.0024238133841519,0.9646988375111736,-0.6589135099460329,0.5099513099144177,0.9579915981778838,2304,33446,No
30,YPR022C,YPR022C,Both,1.002234741623831,0.9924178918090278,-0.29999971892789973,0.7641773700170523,1.0,19561,16189,No
204,GSM1_f,GSM1,Forward,1.0020704950903387,1.0062377271141631,0.3812653835620527,0.7030063371603714,1.0,16448,19302,No
253,MET4_f,MET4,Forward,1.002026621348312,1.0799007174402522,0.3003194623818104,0.7639334891829241,1.0,125,35625,No
416,USV1_r,USV1,Reverse,1.0016945636261494,0.9616678385439554,-0.8030623053337862,0.4219387235023546,0.9767715331471831,2878,32872,No
23,TOS8,TOS8,Both,1.001401727422941,1.00439931819221,1.353877983704108,0.17577530859996815,0.9146538182016042,18589,17161,No
162,YML081W,YML081W,Both,1.0012605392361467,0.981420307287017,-0.9161976975921686,0.3595632128928953,0.9523566179325335,27620,8130,No
71,ABF1,ABF1,Both,1.0009991399472054,1.0116036386207863,0.6777758259837862,0.49791384071501754,0.9567756154916023,1277,34473,No
402,HCM1_r,HCM1,Reverse,1.0009769093925647,1.0304881478277301,0.8577069645688749,0.3910542933416765,0.9501649772103545,19933,15817,No
413,STP4_r,STP4,Reverse,1.0009712675777585,1.0277539487868186,0.6197597194375113,0.5354159917348603,0.9627663704590148,4506,31244,No
390,YPR015C_f,YPR015C,Forward,1.000933622825605,0.9830775100682217,-0.6662767657618609,0.5052342135986903,0.9583152180517092,122,35628,No
11,HMRA2,HMRA2,Both,1.0008787661578529,1.0063802640424728,-0.20895679863558414,0.8344819637967084,1.0,11153,24597,No
12,NHP10,NHP10,Both,1.0007782443196445,0.9702932730654061,-0.0738241305401066,0.9411503260185364,1.0,2882,32868,No
151,PHD1,PHD1,Both,1.0004669563782336,1.0035742565622077,0.19817038586805416,0.8429117566355016,1.0,9921,25829,No
56,HAP4,HAP4,Both,1.0003787049216353,1.0288540514929105,0.08484631989031675,0.9323835683331152,1.0,4362,31388,No
472,GTS1_r,GTS1,Reverse,1.0003626043815008,1.0205788811594856,0.7794349738085066,0.4357235285521913,0.9930443208863895,7761,27989,No
554,YML081W_r,YML081W,Reverse,1.0001752814760492,0.9785524627030694,-0.7682560068819148,0.44233510550883315,0.9852009168151284,24444,11306,No
212,RSC30_f,RSC30,Forward,1.0001416157746825,1.0239096779764256,0.28293759969592513,0.7772246713111028,1.0,2007,33743,No
49,AFT2,AFT2,Both,1.0000691068878051,1.0023125647545454,-0.3065290274905847,0.7592018820691407,1.0,7361,28389,No
315,RAP1_f,RAP1,Forward,1.0000210289912572,0.96534636322083,-0.24631966932396088,0.805434785008607,1.0,276,35474,No
260,SPT2_f,SPT2,Forward,0.9999967111193296,1.0023125647545454,0.186950640920833,0.8516993333665608,1.0,2667,33083,No
465,ARG81_r,ARG81,Reverse,0.999947706323612,0.9673506248858638,-0.6336077289973806,0.526336855514044,0.958161210657145,9767,25983,No
535,GCR1_r,GCR1,Reverse,0.999613423189253,1.052087947136852,0.6159386094892794,0.5379350381393391,0.9585024315937314,742,35008,No
507,MGA1_r,MGA1,Reverse,0.9995543051042385,0.9916823118690618,-0.03065330093588111,0.9755460340979488,1.0,8435,27315,No
512,SMP1_r,SMP1,Reverse,0.9995349251247144,0.9958718966043384,-0.007142351438447358,0.9943012765111476,1.0,6773,28977,No
307,HMS1_f,HMS1,Forward,0.9993579661539025,0.9906988157063316,-1.1885313653685048,0.23462413016171701,0.9016927355234615,10800,24950,No
468,CBF1_r,CBF1,Reverse,0.9993369167898444,0.9493238456633333,-0.3929280006163135,0.6943726599752206,1.0,746,35004,No
274,GAT3_f,GAT3,Forward,0.9992708880741747,0.9934499877386491,-0.0345438853464917,0.972443447768027,1.0,5161,30589,No
198,CST6_f,CST6,Forward,0.9992584666011931,1.0016643142117714,0.02747427033238048,0.9780814613991047,1.0,16654,19096,No
52,NRG2,NRG2,Both,0.9992584329699791,1.0219302807511301,-0.16926498491652506,0.8655882165271283,1.0,7649,28101,No
80,GTS1,GTS1,Both,0.9992451486877557,1.0217610500640517,0.9172271159126273,0.3590236404755135,0.9552303194552124,9827,25923,No
245,AFT2_f,AFT2,Forward,0.9992194630711182,0.9955467985809674,-0.3649579456798499,0.7151427986497042,1.0,6189,29561,No
459,SUT1_r,SUT1,Reverse,0.9991520775706098,1.0333399256912006,-0.08316233777204331,0.9337224590709582,1.0,790,34960,No
251,GLN3_f,GLN3,Forward,0.9991344006707212,1.0521382449331198,1.502873235220972,0.13287173606662742,0.9766072600897114,3225,32525,No
191,YKL222C,YKL222C,Both,0.998798695683619,0.95822258626971,-1.385690853615771,0.16584132224966586,0.946744635755374,4098,31652,No
344,MBP1_f,MBP1,Forward,0.9987771940049149,1.031872132416831,0.2547493876840901,0.7989166684710705,1.0,3550,32200,No
13,PDR8,PDR8,Both,0.9987097332212015,0.9860330127043057,-0.28373000680098664,0.7766172972283428,1.0,9762,25988,No
549,TYE7_r,TYE7,Reverse,0.9984401586756123,0.9444632572443906,-1.3155858834740395,0.18831307416802645,0.907607275498357,2120,33630,No
401,GZF3_r,GZF3,Reverse,0.9983795081402728,1.0158537847281586,0.281862212525311,0.7780491652444195,1.0,18387,17363,No
248,NRG2_f,NRG2,Forward,0.9983237580690688,1.0170446531867061,-0.21673123457895707,0.8284178048271552,1.0,5748,30002,No
247,MSN1_f,MSN1,Forward,0.9982003090114757,0.9920568869365063,0.33858618106653393,0.7349214942536201,1.0,2686,33064,No
422,YPR022C_r,YPR022C,Reverse,0.9980877336714898,0.9825989056232536,-0.9487102210369635,0.34276801415500113,0.9597504396340032,17377,18373,No
59,MSN2,MSN2,Both,0.9980840474749779,0.9533336554569405,-0.9977448515529278,0.31840309825833046,0.9455607160398906,2713,33037,No
214,RSF2_f,RSF2,Forward,0.998031896461027,0.9980536595971636,0.26484788213988947,0.7911266489280409,1.0,809,34941,No
209,PDR8_f,PDR8,Forward,0.9977971213499688,0.9704488668355796,-0.5441534761352703,0.5863358638067777,0.9794474088590491,5659,30091,No
415,TOS8_r,TOS8,Reverse,0.9977370557731559,1.0055250113083327,0.7326736522235237,0.46375749756905293,0.966983718335472,10993,24757,No
536,HAP1_r,HAP1,Reverse,0.9975135409478779,0.9924465538926361,-0.036176809725791764,0.9711413770406915,1.0,1196,34554,No
68,THO2,THO2,Both,0.9974975057798887,0.9883066522078103,-0.13831707973403445,0.8899898275765481,1.0,2699,33051,No
269,ARG81_f,ARG81,Forward,0.9974654065456405,0.9934770660824859,-0.51441153985349,0.6069642928390842,0.9804807807400591,8185,27565,No
582,TOD6_r,TOD6,Reverse,0.9974638166223798,0.9474745643527126,-1.4452754981064149,0.1483805172822042,0.9381477866874847,3113,32637,No
350,RPN4_f,RPN4,Forward,0.9972855041034515,1.0158097003049449,1.0559914299395066,0.29097213027223967,0.929845720652592,611,35139,No
93,RTG3,RTG3,Both,0.9969868285305188,0.9985858901367872,0.3770233255791198,0.7061562705591365,1.0,5610,30140,No
211,REI1_f,REI1,Forward,0.9969006374393398,0.9849277664342965,-0.445327760562225,0.6560829089751363,1.0,1068,34682,No
419,YLR278C_r,YLR278C,Reverse,0.9967317326698019,0.9795120900830719,-0.7927159731237793,0.4279433218586771,0.9791076780268566,7042,28708,No
64,SPT2,SPT2,Both,0.9966410052633933,1.0015536219031997,0.18971554564229928,0.8495320383827761,1.0,4846,30904,No
550,YAP6_r,YAP6,Reverse,0.9965646943763109,0.9963053059182745,-0.2865566361868885,0.7744518217523975,1.0,7459,28291,No
328,STB4_f,STB4,Forward,0.9963045690658043,1.006041244476454,-0.28676217927788816,0.77429442376675,1.0,142,35608,No
514,YAP3_r,YAP3,Reverse,0.9961841976683803,1.015563184436221,0.08742504205239919,0.9303336649029754,1.0,19977,15773,No
51,MSN1,MSN1,Both,0.9961531955817505,1.0038366764517588,0.3157687252059225,0.752178058109845,1.0,5473,30277,No
140,CRZ1,CRZ1,Both,0.9960806125926989,0.9790436485603008,-1.3803880835314128,0.1674671872343919,0.9468337124406004,14723,21027,No
442,MATA2_r,MATA2,Reverse,0.9960379113213704,1.0139395139072604,0.15207791826909306,0.87912548028463,1.0,12429,23321,No
358,YML081W_f,YML081W,Forward,0.99602713723262,1.0046089059335483,-0.5732093275218794,0.5665029695841867,0.9739875617412331,9686,26064,No
357,YGR067C_f,YGR067C,Forward,0.9959571558912579,0.9709199132924097,-1.5050024241006434,0.1323234535110265,0.9848884894238428,23301,12449,No
48,XBP1,XBP1,Both,0.9957924708525009,1.012215844159681,0.4485949135380946,0.6537239037176188,1.0,4367,31383,No
312,PDR3_f,PDR3,Forward,0.9957508182137538,0.9965860729029319,0.19627530649705746,0.8443946880289728,1.0,4151,31599,No
92,RME1,RME1,Both,0.9954949626309108,0.9994007088040598,-0.5191434928335105,0.6036606806509046,0.9805317133224639,9789,25961,No
249,ROX1_f,ROX1,Forward,0.9954382444783585,0.986890129268318,-0.7020275218611697,0.4826620000747799,0.9686186213104798,10803,24947,No
89,PDR1,PDR1,Both,0.99535986242532,0.9912229588076672,-0.07896862523824594,0.937057578538587,1.0,707,35043,No
270,ASH1_f,ASH1,Forward,0.9953578552981642,1.0419825831391316,-0.04880668978155107,0.9610733508554518,1.0,1076,34674,No
27,YLR278C,YLR278C,Both,0.9952922281496589,0.9729182131425633,-1.2147179597143145,0.22447368027258174,0.8918278648667437,15439,20311,No
104,YHP1,YHP1,Both,0.9952223442662286,0.978015422566353,-0.8434798644339292,0.39896012240175727,0.9575042937642174,3192,32558,No
346,NRG1_f,NRG1,Forward,0.9949495664651513,1.0047643445203014,-0.07382655156314202,0.9411483995785179,1.0,1292,34458,No
464,ACE2_r,ACE2,Reverse,0.9948914791470119,1.0062547685687673,0.04071660271034057,0.9675218255224517,1.0,13241,22509,No
167,FHL1,FHL1,Both,0.99481061783041,0.986597608829572,-0.3738687350944638,0.7085019781925801,1.0,14584,21166,No
445,ROX1_r,ROX1,Reverse,0.9947917904257424,0.9995254679395172,-0.6686434039439262,0.5037229781487433,0.9585408127878999,21916,13834,No
568,NHP6B_r,NHP6B,Reverse,0.9947148212368253,1.0109118281464948,0.30982442844260294,0.7566944738552674,1.0,3876,31874,No
456,SPT2_r,SPT2,Reverse,0.994511059546544,1.0125853670002172,0.344899138375855,0.7301701983863018,1.0,2363,33387,No
337,ERT1_f,ERT1,Forward,0.9945002689137675,0.9896875916544028,-0.18232391204855578,0.8553285340811863,1.0,5071,30679,No
129,MATALPHA2,MATALPHA2,Both,0.9944284105819793,1.008374350047518,0.08391814464382208,0.9331215131067421,1.0,1830,33920,No
8,GSM1,GSM1,Both,0.9941232638993428,0.9829049192669216,-0.29105029604885657,0.7710128530215674,1.0,23128,12622,No
363,FHL1_f,FHL1,Forward,0.9938883170248151,1.0007526919564158,-0.014376838827231382,0.9885293374198513,1.0,5577,30173,No
444,NRG2_r,NRG2,Reverse,0.9937272182432547,1.0099029917192057,-0.38791743083264896,0.6980771383161333,1.0,2385,33365,No
236,OPI1_f,OPI1,Forward,0.9934957111521391,1.0261910836325974,0.3571833556130487,0.7209545454627095,1.0,3312,32438,No
443,MSN1_r,MSN1,Reverse,0.9934311025193978,1.01634378376367,0.21697499897064276,0.8282278287491844,1.0,2988,32762,No
454,RIM101_r,RIM101,Reverse,0.9934198484068393,0.7961470163042358,-1.0983490437602141,0.2720521039523919,0.9465481486627598,230,35520,No
22,SWI5,SWI5,Both,0.9934054960615244,1.000157750788904,-0.22428528624926455,0.8225353244650747,1.0,18184,17566,No
223,YLR278C_f,YLR278C,Forward,0.993286570872357,0.9818105615425291,-0.8810689045998453,0.3782805264277017,0.9424955488961382,10722,25028,No
329,SUM1_f,SUM1,Forward,0.99328167555034,1.1270431860731895,0.935369886180543,0.3495977105657948,0.9472970221782827,265,35485,No
131,SPT15,SPT15,Both,0.9932291056606485,1.035293363928165,0.9197074018781984,0.3577256835705067,0.9604689586276619,4500,31250,No
559,FHL1_r,FHL1,Reverse,0.9931907349351227,0.9697342432819457,-0.6826683236285179,0.49481645011581166,0.9570791864082145,10651,25099,No
265,UME1_f,UME1,Forward,0.9930362561750782,0.994344288889371,0.012573920018395955,0.9899677277054163,1.0,473,35277,No
332,YDR026C_f,YDR026C,Forward,0.9929993051605098,0.994652233113782,0.33570927652085886,0.7370901097672355,1.0,67,35683,No
412,STP3_r,STP3,Reverse,0.9929417458803089,1.0034710348020568,-0.4065527786312032,0.6843364855637398,1.0,1551,34199,No
115,MGA1,MGA1,Both,0.9927388341686447,0.9916484351118744,-0.5324520574078907,0.5944129384207386,0.9845487543419559,12887,22863,No
161,YGR067C,YGR067C,Both,0.9925598913457871,0.971723904076526,-1.3070006077105645,0.1912125050913367,0.9067173628524676,26559,9191,No
149,MET31,MET31,Both,0.99252191884467,1.0145731406468916,1.2387149124151664,0.2154510941411255,0.9048945953927271,1772,33978,No
453,NDD1_r,NDD1,Reverse,0.9924837751108652,0.967992252281165,-1.289084823583788,0.19736859905972237,0.8858987499779905,1014,34736,No
348,RLM1_f,RLM1,Forward,0.9923294801288015,0.9656527507666127,-0.14842154451324344,0.8820100983105696,1.0,1703,34047,No
218,SWI5_f,SWI5,Forward,0.992249481715344,0.9853598890895421,-0.6298025237730589,0.5288237942398772,0.9597172562131104,15193,20557,No
53,ROX1,ROX1,Both,0.9922065037988637,0.984216225120395,-1.1278249107832858,0.25939387075717557,0.930021926861093,26374,9376,No
227,YPR196W_f,YPR196W,Forward,0.9914660070431183,1.005101551503191,-0.2737046218008657,0.7843116256639074,1.0,10848,24902,No
221,YER130C_f,YER130C,Forward,0.9913062727305861,0.9657279640017196,-0.6400082463277265,0.522167238259948,0.965516780178772,2040,33710,No
530,CAD1_r,CAD1,Reverse,0.9912869800941506,1.006288516068953,-0.18257637775911278,0.8551304205894996,1.0,471,35279,No
230,AFT1_f,AFT1,Forward,0.991267220601919,1.0546505474118057,0.5255126667223492,0.5992268501640217,0.981463476034665,1078,34672,No
336,CRZ1_f,CRZ1,Forward,0.9910416444531522,0.9743868131579461,-1.4929656626721028,0.13544617537276052,0.9832389027059653,11733,24017,No
111,HMS1,HMS1,Both,0.9907641576503861,0.9910541379207677,-1.434214096782557,0.1515111754698637,0.9280059497529152,12254,23496,No
552,RDS2_r,RDS2,Reverse,0.9906062004927738,0.9922871800843657,-0.7672309606247367,0.4429442080442926,0.9828346955850717,22326,13424,No
504,INO2_r,INO2,Reverse,0.9905646144619202,0.997189953680305,0.38957485599653524,0.6968509479982912,1.0,2605,33145,No
500,ARR1_r,ARR1,Reverse,0.9905092007336567,1.0297627378021583,0.20369117169037185,0.8385948415395429,1.0,7409,28341,No
343,MAC1_f,MAC1,Forward,0.9902528203084963,1.0135676533452007,0.7403131486869482,0.4591100044350336,0.971067203625179,4761,30989,No
523,SPT15_r,SPT15,Reverse,0.9901413293220869,1.0387550172867426,0.5072246175780093,0.6119972238775593,0.9832086547541116,2313,33437,No
45,SKN7,SKN7,Both,0.9900113106994344,0.9752969885317799,-1.5739785954019985,0.11549239798187783,1.0,5720,30030,No
293,SPT23_f,SPT23,Forward,0.9898792676285084,0.9875914539170679,-0.10523729659427379,0.9161875166185528,1.0,5382,30368,No
69,UME1,UME1,Both,0.9897085972037567,1.0140738454707352,0.194595285051735,0.8457097944820102,1.0,1167,34583,No
423,YPR196W_r,YPR196W,Reverse,0.9894271312609038,0.9866176706829382,-1.0898753410726048,0.27576806024346623,0.9319058587537824,11785,23965,No
158,YAP6,YAP6,Both,0.9893967140547365,0.9778827227924464,-1.015397178036717,0.3099165377008646,0.9393346606603524,9646,26104,No
5,FKH2,FKH2,Both,0.9892626671581192,0.9936262113913287,-0.14603746207984925,0.8838918149733683,1.0,1910,33840,No
563,LYS14_r,LYS14,Reverse,0.9892295998673937,1.0614181223160384,0.12424960911838849,0.9011176441280088,1.0,1422,34328,No
154,RPN4,RPN4,Both,0.9886928128068118,1.0039195131296883,0.7657484246523542,0.4438260076099608,0.9737675092337945,887,34863,No
55,GLN3,GLN3,Both,0.9886193741739947,1.0187743539295755,0.7246151650336413,0.468688152801193,0.9669776626214088,6150,29600,No
553,YGR067C_r,YGR067C,Reverse,0.9885666114646294,1.0065665335997858,-0.22594618991047613,0.8212432722496653,1.0,9308,26442,No
122,YAP3,YAP3,Both,0.9885282884078954,1.0062042434437029,-1.0635777208060229,0.2875200395476538,0.9444792360559802,25350,10400,No
439,WAR1_r,WAR1,Reverse,0.9884549138888371,0.9065983453359506,-0.6350582621329944,0.5253904171317887,0.9623973996058932,125,35625,No
250,DAL80_f,DAL80,Forward,0.9882135380252184,1.0175232881881904,-0.1529385690188225,0.8784467199997186,1.0,4420,31330,No
121,UGA3,UGA3,Both,0.9881667347082711,1.01054086647175,-0.4058626605870684,0.6848435149365579,1.0,3161,32589,No
133,SUM1,SUM1,Both,0.9880080163380589,1.025832835988576,-0.017115967662433982,0.9863441004259451,1.0,814,34936,No
461,UME1_r,UME1,Reverse,0.9878075753964137,1.0372620104356383,0.29335104316692784,0.7692538419955157,1.0,703,35047,No
4,EDS1,EDS1,Both,0.9877489139011209,0.9765432769506496,-0.9401348037672987,0.34714841846486244,0.9538470563427062,5316,30434,No
409,RSC3_r,RSC3,Reverse,0.9869684458639614,1.004561537140657,-0.033915912822296335,0.972944203891051,1.0,7274,28476,No
15,REI1,REI1,Both,0.9867556646407932,0.9243580798721969,-2.4713056567662615,0.01346207006557502,0.8795219109509014,3754,31996,No
157,TYE7,TYE7,Both,0.9866352276172758,0.9365161602636389,-2.1111320408770333,0.0347609641026939,0.8516436205160005,2532,33218,No
171,LYS14,LYS14,Both,0.986507644934815,1.0267098242461279,-0.4610902229895904,0.6447338759539437,1.0,2453,33297,No
408,RSC30_r,RSC30,Reverse,0.9864173347766148,1.0172807637088148,0.07681902863521428,0.9387675128063871,1.0,2224,33526,No
72,ACE2,ACE2,Both,0.9863403719858751,0.9973106453841986,-0.5528409216536915,0.5803723444686362,0.9750255387073087,15601,20149,No
521,MATALPHA2_r,MATALPHA2,Reverse,0.9861789660062417,1.0273032197450296,0.03891813522274976,0.9689556577050308,1.0,1139,34611,No
217,STP4_f,STP4,Forward,0.9861593013586272,1.0202748927348602,-0.504080352629719,0.6142049128730489,0.9813926325254151,5768,29982,No
226,YPR022C_f,YPR022C,Forward,0.9860970499177706,1.0061049781753735,0.07414585300992536,0.9408943302199716,1.0,4160,31590,No
349,RPH1_f,RPH1,Forward,0.9859535491211863,0.9713163022413136,-0.9005847673839746,0.3678091366356475,0.9403120536598293,2760,32990,No
147,MAC1,MAC1,Both,0.9858599557518434,0.9978799470454331,-0.527437125809661,0.5978900677241589,0.9847601115456734,6821,28929,No
341,HAP3_f,HAP3,Forward,0.985665597908422,1.0486757250252265,0.5800069466399999,0.561909933271196,0.9775237892410156,615,35135,No
160,RDS2,RDS2,Both,0.9855364108926364,0.9835290768045101,-1.1956378997077546,0.23183789483857542,0.8968465931913313,27947,7803,No
441,AFT2_r,AFT2,Reverse,0.9855119677359692,1.005083489641987,-0.26301025900092495,0.7925426718791773,1.0,1402,34348,No
345,MET31_f,MET31,Forward,0.9854671060333648,1.0145057394872,0.8592923591266521,0.39017923866432935,0.9519725823013513,1394,34356,No
21,STP4,STP4,Both,0.9854123654939237,1.020725396541321,-0.249863171319497,0.802693165020081,1.0,8929,26821,No
